CustomerKey,GeographyKey,Full Name,MaritalStatus,Gender,YearlyIncome,Occupation,DateFirstPurchase,City,State,Country
13959,36,Ebony Carlson,M,Female,120000.00,Management,2022-07-04,Melton,Victoria,Australia
13960,15,Lacey Kumar,S,Female,70000.00,Professional,2022-07-12,Silverwater,New South Wales,Australia
13961,39,Shawna Raji,M,Female,80000.00,Management,2023-10-01,Sunbury,Victoria,Australia
13962,16,Dawn Li,M,Female,80000.00,Management,2023-02-20,Springwood,New South Wales,Australia
13963,31,Veronica Patel,M,Female,80000.00,Management,2023-05-01,Hobart,Tasmania,Australia
13964,18,Jasmine Lewis,S,Female,90000.00,Professional,2022-07-08,Sydney,New South Wales,Australia
13965,25,Barry Sara,M,Male,90000.00,Professional,2022-07-27,Hervey Bay,Queensland,Australia
13966,3,Darren Dominguez,M,Male,90000.00,Professional,2022-07-12,Darlinghurst,New South Wales,Australia
13967,40,Glenn Zhang,S,Male,60000.00,Professional,2022-07-07,Warrnambool,Victoria,Australia
13968,17,Lydia Sai,S,Female,60000.00,Professional,2022-07-19,St. Leonards,New South Wales,Australia
13969,23,Roy Martinez,S,Male,70000.00,Professional,2023-09-20,Gold Coast,Queensland,Australia
13970,24,Pedro Rana,S,Male,70000.00,Professional,2022-07-09,Hawthorne,Queensland,Australia
13971,25,Bianca Zhao,S,Female,70000.00,Professional,2022-07-27,Hervey Bay,Queensland,Australia
13972,30,Eugene Liang,S,Male,70000.00,Professional,2023-10-11,Perth,South Australia,Australia
13973,28,Bethany Shan,S,Female,60000.00,Professional,2022-07-17,Cloverdale,South Australia,Australia
13974,9,Tina Chandra,M,Female,60000.00,Professional,2022-07-18,Milsons Point,New South Wales,Australia
13975,31,Johnny Raje,S,Male,60000.00,Professional,2022-08-23,Hobart,Tasmania,Australia
13976,611,Emmanuel Smith,M,Male,100000.00,Management,2022-12-24,Bremerton,Washington,United States
13977,618,Alexandra Brown,M,Female,100000.00,Management,2022-11-28,Issaquah,Washington,United States
13978,635,Zoe Peterson,M,Female,100000.00,Management,2022-12-20,Renton,Washington,United States
13979,633,Chloe Jenkins,S,Female,40000.00,Skilled Manual,2022-12-05,Puyallup,Washington,United States
13980,300,Margaret Liu,S,Female,30000.00,Skilled Manual,2023-04-21,Beverly Hills,California,United States
13981,31,Joy Carlson,M,Female,10000.00,Skilled Manual,2023-05-05,Hobart,Tasmania,Australia
13982,12,Clarence Chander,M,Male,20000.00,Skilled Manual,2023-03-14,North Sydney,New South Wales,Australia
13983,13,Logan Collins,M,Male,20000.00,Skilled Manual,2023-03-08,Port Macquarie,New South Wales,Australia
13984,359,Adrian Richardson,S,Male,60000.00,Skilled Manual,2022-12-09,San Diego,California,United States
13985,372,Alexis Wood,M,Female,60000.00,Skilled Manual,2023-04-22,Spring Valley,California,United States
13986,372,Chloe Anderson,M,Female,60000.00,Skilled Manual,2022-01-08,Spring Valley,California,United States
13987,52,Eduardo Collins,S,Male,40000.00,Skilled Manual,2023-12-24,Langley,British Columbia,Canada
13988,57,Miguel White,S,Male,40000.00,Clerical,2023-07-28,Newton,British Columbia,Canada
13989,612,Chloe Bradley,S,Female,40000.00,Skilled Manual,2023-03-19,Burien,Washington,United States
13990,548,Stephanie Wood,S,Female,40000.00,Skilled Manual,2022-01-16,Salem,Oregon,United States
13991,638,Jack Hayes,M,Male,40000.00,Skilled Manual,2023-11-02,Sedro Woolley,Washington,United States
13992,302,Gregory Xie,S,Male,60000.00,Skilled Manual,2022-01-04,Burlingame,California,United States
13993,302,Zachary Patterson,M,Male,60000.00,Skilled Manual,2022-01-07,Burlingame,California,United States
13994,18,Isaac Cook,M,Male,30000.00,Clerical,2022-08-11,Sydney,New South Wales,Australia
13995,35,Michele Black,M,Female,20000.00,Skilled Manual,2023-05-15,Melbourne,Victoria,Australia
13996,11,Marie Perez,M,Female,20000.00,Skilled Manual,2023-05-15,North Ryde,New South Wales,Australia
13997,30,Raquel Hernandez,M,Female,30000.00,Clerical,2022-08-07,Perth,South Australia,Australia
13998,33,Ethan Martin,M,Male,10000.00,Clerical,2023-02-04,Cranbourne,Victoria,Australia
13999,348,Elijah Gonzales,M,Male,70000.00,Skilled Manual,2022-01-25,Oakland,California,United States
14000,536,Terry Sharma,S,Male,40000.00,Clerical,2023-07-27,Beaverton,Oregon,United States
14001,536,Hunter Hill,S,Male,40000.00,Clerical,2023-08-08,Beaverton,Oregon,United States
14002,612,Jacqueline Reed,S,Female,30000.00,Skilled Manual,2023-03-15,Burien,Washington,United States
14003,547,Angel Ramirez,S,Male,30000.00,Skilled Manual,2022-01-17,Portland,Oregon,United States
14004,314,Caitlin Kelly,M,Female,60000.00,Skilled Manual,2023-08-26,Daly City,California,United States
14005,355,Noah Hughes,M,Male,70000.00,Skilled Manual,2022-02-23,Redwood City,California,United States
14006,358,Brianna Walker,M,Female,70000.00,Skilled Manual,2022-02-04,San Carlos,California,United States
14007,2,Rebekah Garcia,M,Female,10000.00,Clerical,2022-08-11,Coffs Harbour,New South Wales,Australia
14008,34,Karen Liu,M,Female,10000.00,Clerical,2023-02-12,Geelong,Victoria,Australia
14009,37,Brandy Prasad,M,Female,20000.00,Clerical,2023-10-14,Seaford,Victoria,Australia
14010,36,Thomas Moore,M,Male,30000.00,Clerical,2022-08-12,Melton,Victoria,Australia
14011,17,Roger Shen,S,Male,30000.00,Clerical,2022-08-06,St. Leonards,New South Wales,Australia
14012,27,Eddie Vazquez,M,Male,40000.00,Management,2022-08-25,Townsville,Queensland,Australia
14013,31,Jimmy Blanco,M,Male,30000.00,Skilled Manual,2023-05-06,Hobart,Tasmania,Australia
14014,5,Leslie Serrano,M,Female,30000.00,Skilled Manual,2023-05-20,Lane Cove,New South Wales,Australia
14015,39,Kurt Lal,M,Male,30000.00,Skilled Manual,2023-06-04,Sunbury,Victoria,Australia
14016,9,Mary Sandidge,M,Male,30000.00,Skilled Manual,2023-07-23,Milsons Point,New South Wales,Australia
14017,359,Chloe Rodriguez,S,Female,60000.00,Skilled Manual,2022-01-29,San Diego,California,United States
14018,32,Nina Rai,M,Female,30000.00,Skilled Manual,2023-10-05,Bendigo,Victoria,Australia
14019,33,Kathleen Romero,M,Female,30000.00,Skilled Manual,2023-07-29,Cranbourne,Victoria,Australia
14020,38,Kristine Dominguez,S,Female,80000.00,Skilled Manual,2022-08-27,South Melbourne,Victoria,Australia
14021,623,Michelle Richardson,S,Female,30000.00,Skilled Manual,2023-05-10,Kirkland,Washington,United States
14022,627,Taylor Lee,S,Female,30000.00,Skilled Manual,2022-02-11,Marysville,Washington,United States
14023,311,Beth Carlson,S,Female,30000.00,Skilled Manual,2022-02-17,Concord,California,United States
14024,348,Hannah Moore,S,Female,60000.00,Skilled Manual,2022-02-23,Oakland,California,United States
14025,637,Robert Alexander,M,Male,30000.00,Skilled Manual,2022-01-29,Seattle,Washington,United States
14026,635,Chloe Butler,S,Female,30000.00,Skilled Manual,2022-02-11,Renton,Washington,United States
14027,642,Carlos Perez,M,Male,70000.00,Professional,2023-08-07,Tacoma,Washington,United States
14028,609,Patricia Srini,S,Female,70000.00,Professional,2023-07-19,Bellingham,Washington,United States
14029,542,Christina Morris,M,Female,60000.00,Professional,2024-01-28,Lake Oswego,Oregon,United States
14030,40,Lawrence Sanz,S,Male,80000.00,Skilled Manual,2022-08-24,Warrnambool,Victoria,Australia
14031,10,Ruben Suarez,M,Male,80000.00,Skilled Manual,2022-08-18,Newcastle,New South Wales,Australia
14032,15,Arthur Chandra,M,Male,70000.00,Skilled Manual,2022-08-04,Silverwater,New South Wales,Australia
14033,29,Melinda Torres,S,Female,80000.00,Professional,2022-08-17,Findon,South Australia,Australia
14034,12,Dennis Liang,S,Male,130000.00,Management,2023-07-23,North Sydney,New South Wales,Australia
14035,329,Hunter Hughes,S,Male,80000.00,Management,2023-07-27,Imperial Beach,California,United States
14036,546,Amanda Torres,M,Female,60000.00,Professional,2022-03-19,Oregon City,Oregon,United States
14037,299,Lydia Sara,M,Female,60000.00,Professional,2022-03-23,Berkeley,California,United States
14038,18,Madison Foster,M,Female,130000.00,Management,2022-08-10,Sydney,New South Wales,Australia
14039,39,Nathan Wang,S,Male,160000.00,Management,2022-08-14,Sunbury,Victoria,Australia
14040,316,Stephanie Morris,S,Female,80000.00,Skilled Manual,2023-06-12,El Cajon,California,United States
14041,70,Danielle Bell,S,Female,80000.00,Skilled Manual,2023-05-04,Westminster,British Columbia,Canada
14042,648,Stephanie Adams,M,Female,60000.00,Professional,2023-12-12,Yakima,Washington,United States
14043,547,Mary Gonzalez,S,Female,60000.00,Professional,2023-03-05,Portland,Oregon,United States
14044,348,Thomas Wright,M,Male,70000.00,Professional,2022-03-24,Oakland,California,United States
14045,20,Tanya Ramos,M,Female,80000.00,Professional,2022-08-10,Brisbane,Queensland,Australia
14046,36,Cheryl Sanz,M,Female,90000.00,Professional,2022-08-08,Melton,Victoria,Australia
14047,19,Linda Alvarez,S,Female,70000.00,Skilled Manual,2022-07-31,Wollongong,New South Wales,Australia
14048,32,Wyatt Mitchell,M,Male,60000.00,Professional,2022-08-17,Bendigo,Victoria,Australia
14049,23,Gina Hernandez,M,Female,60000.00,Professional,2022-07-31,Gold Coast,Queensland,Australia
14050,28,Manuel Lopez,S,Male,100000.00,Management,2022-08-08,Cloverdale,South Australia,Australia
14051,31,Nathaniel Rivera,S,Male,100000.00,Professional,2022-08-08,Hobart,Tasmania,Australia
14052,26,Jorge Ma,S,Male,110000.00,Management,2023-01-30,Rockhampton,Queensland,Australia
14053,17,Tamara Huang,S,Female,110000.00,Management,2023-02-06,St. Leonards,New South Wales,Australia
14054,40,Reginald Martin,M,Male,60000.00,Skilled Manual,2023-11-29,Warrnambool,Victoria,Australia
14055,14,Alejandro Kumar,M,Male,60000.00,Skilled Manual,2022-08-09,Rhodes,New South Wales,Australia
14056,32,Nelson Sanz,M,Male,60000.00,Skilled Manual,2023-05-09,Bendigo,Victoria,Australia
14057,11,Lance Alonso,M,Male,90000.00,Professional,2023-09-04,North Ryde,New South Wales,Australia
14058,20,Johnny Anand,S,Male,70000.00,Professional,2022-08-06,Brisbane,Queensland,Australia
14059,35,Rodney Ramos,M,Male,80000.00,Professional,2023-03-17,Melbourne,Victoria,Australia
14060,35,Cedric Sharma,M,Male,80000.00,Professional,2023-03-13,Melbourne,Victoria,Australia
14061,17,Naomi Torres,M,Female,80000.00,Professional,2023-02-27,St. Leonards,New South Wales,Australia
14062,25,Madison Clark,S,Female,70000.00,Professional,2022-08-19,Hervey Bay,Queensland,Australia
14063,8,Patrick Sands,S,Female,70000.00,Professional,2022-08-16,Matraville,New South Wales,Australia
14064,27,Stacey Li,S,Female,70000.00,Professional,2022-08-27,Townsville,Queensland,Australia
14065,23,Samuel Diaz,S,Male,70000.00,Professional,2022-08-06,Gold Coast,Queensland,Australia
14066,34,Melody Jimenez,S,Female,60000.00,Skilled Manual,2022-08-21,Geelong,Victoria,Australia
14067,35,Larry Sanz,S,Male,70000.00,Professional,2023-04-11,Melbourne,Victoria,Australia
14068,12,Brent McDonald,M,Male,70000.00,Professional,2023-05-02,North Sydney,New South Wales,Australia
14069,12,Joy Serrano,M,Female,70000.00,Professional,2023-08-27,North Sydney,New South Wales,Australia
14070,38,Ricky Alonso,S,Male,90000.00,Professional,2022-08-17,South Melbourne,Victoria,Australia
14071,26,Jack Li,S,Male,90000.00,Management,2022-08-13,Rockhampton,Queensland,Australia
14072,21,Allen Smith,M,Male,80000.00,Skilled Manual,2023-07-23,Caloundra,Queensland,Australia
14073,34,Gabriel Alexander,M,Male,30000.00,Clerical,2023-02-13,Geelong,Victoria,Australia
14074,23,Barbara Xu,M,Female,10000.00,Skilled Manual,2023-05-12,Gold Coast,Queensland,Australia
14075,331,Robert Harris,S,Male,30000.00,Skilled Manual,2023-04-23,La Jolla,California,United States
14076,536,Justin Ross,M,Male,30000.00,Skilled Manual,2023-05-03,Beaverton,Oregon,United States
14077,62,Bryan Townsend,S,Male,30000.00,Skilled Manual,2023-08-01,Royal Oak,British Columbia,Canada
14078,50,Ryan Alexander,M,Male,40000.00,Skilled Manual,2023-01-18,Haney,British Columbia,Canada
14079,53,Lauren Price,S,Female,40000.00,Skilled Manual,2023-01-28,Metchosin,British Columbia,Canada
14080,536,Cynthia Srini,S,Female,40000.00,Skilled Manual,2022-03-18,Beaverton,Oregon,United States
14081,348,Nicole Butler,M,Female,30000.00,Skilled Manual,2022-03-22,Oakland,California,United States
14082,536,Johnny Jai,S,Male,30000.00,Skilled Manual,2023-12-14,Beaverton,Oregon,United States
14083,623,Nathan Lopez,M,Male,30000.00,Skilled Manual,2022-03-12,Kirkland,Washington,United States
14084,50,Robert Lal,S,Male,30000.00,Skilled Manual,2023-05-04,Haney,British Columbia,Canada
14085,618,Nathan Garcia,M,Male,30000.00,Skilled Manual,2023-04-24,Issaquah,Washington,United States
14086,20,Maurice Chander,M,Male,10000.00,Skilled Manual,2023-10-22,Brisbane,Queensland,Australia
14087,27,Harold Garcia,S,Male,40000.00,Management,2023-02-08,Townsville,Queensland,Australia
14088,553,Alexandra Lopez,S,Female,30000.00,Clerical,2022-03-12,Woodburn,Oregon,United States
14089,316,Kaitlyn Gray,S,Female,40000.00,Skilled Manual,2022-03-10,El Cajon,California,United States
14090,314,Jennifer Lewis,M,Female,30000.00,Clerical,2023-04-30,Daly City,California,United States
14091,54,Logan Thomas,S,Male,30000.00,Clerical,2023-01-31,N. Vancouver,British Columbia,Canada
14092,609,Maurice Nath,S,Male,30000.00,Clerical,2023-09-08,Bellingham,Washington,United States
14093,300,Jillian Arthur,S,Female,30000.00,Clerical,2023-08-23,Beverly Hills,California,United States
14094,383,Amanda Russell,S,Female,40000.00,Skilled Manual,2023-04-26,West Covina,California,United States
14095,343,Paige Griffin,M,Female,40000.00,Skilled Manual,2022-04-29,National City,California,United States
14096,62,Samuel Green,S,Male,30000.00,Clerical,2023-06-11,Royal Oak,British Columbia,Canada
14097,607,Johnathan Srini,M,Male,40000.00,Skilled Manual,2023-07-25,Ballard,Washington,United States
14098,618,Allison Lopez,M,Female,40000.00,Skilled Manual,2022-04-11,Issaquah,Washington,United States
14099,13,Rafael Lin,M,Male,40000.00,Management,2023-03-17,Port Macquarie,New South Wales,Australia
14100,39,Alisha Xu,M,Female,40000.00,Management,2023-06-12,Sunbury,Victoria,Australia
14101,10,Franklin Lal,M,Male,40000.00,Management,2022-08-27,Newcastle,New South Wales,Australia
14102,11,Lisa Huang,S,Female,60000.00,Management,2022-08-16,North Ryde,New South Wales,Australia
14103,13,Monique Blanco,S,Female,40000.00,Management,2022-08-03,Port Macquarie,New South Wales,Australia
14104,315,Sydney James,S,Female,40000.00,Skilled Manual,2022-04-02,Downey,California,United States
14105,336,Jackson Zhang,S,Male,40000.00,Skilled Manual,2022-04-06,Lincoln Acres,California,United States
14106,348,Melissa Hughes,S,Female,40000.00,Skilled Manual,2022-04-26,Oakland,California,United States
14107,50,Alexandra Garcia,S,Female,40000.00,Skilled Manual,2023-03-19,Haney,British Columbia,Canada
14108,54,Thomas Yang,S,Male,40000.00,Skilled Manual,2023-04-08,N. Vancouver,British Columbia,Canada
14109,359,Aidan Gonzales,M,Male,30000.00,Skilled Manual,2022-04-28,San Diego,California,United States
14110,52,Dakota Simmons,S,Male,60000.00,Skilled Manual,2023-04-23,Langley,British Columbia,Canada
14111,546,Michael Anderson,S,Male,70000.00,Skilled Manual,2023-07-31,Oregon City,Oregon,United States
14112,310,Charles Sanchez,S,Male,70000.00,Skilled Manual,2022-05-04,Colma,California,United States
14113,644,Natalie Lopez,S,Female,70000.00,Skilled Manual,2023-05-07,Walla Walla,Washington,United States
14114,312,Chloe Martin,M,Female,70000.00,Skilled Manual,2024-01-28,Coronado,California,United States
14115,539,Samantha Gonzales,S,Female,80000.00,Management,2022-05-06,Corvallis,Oregon,United States
14116,638,Brianna Torres,S,Female,80000.00,Management,2022-05-22,Sedro Woolley,Washington,United States
14117,648,Emma Cook,S,Female,80000.00,Management,2022-05-26,Yakima,Washington,United States
14118,62,Elizabeth Ross,S,Female,100000.00,Management,2023-04-30,Royal Oak,British Columbia,Canada
14119,52,Paige Cooper,S,Female,110000.00,Management,2023-04-24,Langley,British Columbia,Canada
14120,299,Gabrielle Cooper,M,Female,120000.00,Management,2022-05-22,Berkeley,California,United States
14121,611,Devon Goel,S,Male,130000.00,Management,2022-05-29,Bremerton,Washington,United States
14122,337,Kaitlyn Miller,M,Female,80000.00,Management,2023-04-16,Long Beach,California,United States
14123,22,Erick Mehta,M,Male,10000.00,Manual,2023-03-21,East Brisbane,Queensland,Australia
14124,4,Justin Li,M,Male,10000.00,Manual,2023-04-28,Goulburn,New South Wales,Australia
14125,29,Shane Gonzalez,S,Male,10000.00,Manual,2022-08-20,Findon,South Australia,Australia
14126,39,Andy Dominguez,M,Male,10000.00,Manual,2023-02-27,Sunbury,Victoria,Australia
14127,21,Lacey Zhang,M,Female,10000.00,Manual,2022-08-12,Caloundra,Queensland,Australia
14128,26,Ian Harris,S,Male,10000.00,Manual,2022-08-13,Rockhampton,Queensland,Australia
14129,15,Monica Martinez,M,Female,20000.00,Clerical,2022-08-01,Silverwater,New South Wales,Australia
14130,7,Rebekah Serrano,M,Female,20000.00,Clerical,2022-08-03,Malabar,New South Wales,Australia
14131,2,Javier Navarro,M,Male,20000.00,Clerical,2022-08-08,Coffs Harbour,New South Wales,Australia
14132,39,Brandon Ross,S,Male,10000.00,Manual,2022-08-16,Sunbury,Victoria,Australia
14133,25,Ricardo Kumar,S,Male,20000.00,Clerical,2022-08-11,Hervey Bay,Queensland,Australia
14134,28,Cassandra Fernandez,S,Female,20000.00,Manual,2022-08-01,Cloverdale,South Australia,Australia
14135,188,Clayton Xie,M,Male,20000.00,Manual,2023-04-18,Roncq,Nord,France
14136,223,Louis She,M,Male,20000.00,Manual,2023-05-23,Saint-Denis,Seine Saint Denis,France
14137,155,Joy Ruiz,M,Female,20000.00,Manual,2021-06-27,Bottrop,Nordrhein-Westfalen,Germany
14138,133,Vincent He,S,Male,20000.00,Manual,2021-06-05,Kassel,Hessen,Germany
14139,168,Meredith Sai,M,Female,30000.00,Clerical,2021-06-30,Kiel,Saarland,Germany
14140,160,Meagan Sai,M,Female,30000.00,Clerical,2021-06-06,Paderborn,Nordrhein-Westfalen,Germany
14141,190,Ana Bryant,S,Female,10000.00,Manual,2022-02-19,Villeneuve-d'Ascq,Nord,France
14142,154,Damien Zheng,M,Male,10000.00,Manual,2023-10-29,Bonn,Nordrhein-Westfalen,Germany
14143,246,Jill Sandoval,S,Female,20000.00,Manual,2023-04-12,London,England,United Kingdom
14144,226,Lee Gutierrez,M,Male,10000.00,Manual,2023-10-25,Cergy,Val d'Oise,France
14145,197,Jessie Ye,S,Male,10000.00,Manual,2023-02-06,Paris,Seine (Paris),France
14146,238,Toni Sara,M,Female,20000.00,Manual,2021-04-19,Gateshead,England,United Kingdom
14147,155,Marcus Rivera,M,Male,30000.00,Clerical,2021-07-30,Bottrop,Nordrhein-Westfalen,Germany
14148,133,Shaun Sharma,M,Male,30000.00,Clerical,2021-08-27,Kassel,Hessen,Germany
14149,121,Donald Srini,M,Male,30000.00,Clerical,2021-08-11,Ingolstadt,Bayern,Germany
14150,243,Billy Munoz,M,Male,30000.00,Clerical,2021-04-09,Leeds,England,United Kingdom
14151,188,Marie Martin,S,Female,10000.00,Manual,2023-09-16,Roncq,Nord,France
14152,190,Luke Turner,S,Male,20000.00,Manual,2023-07-25,Villeneuve-d'Ascq,Nord,France
14153,120,Dylan Lewis,S,Male,20000.00,Manual,2023-05-11,Hof,Bayern,Germany
14154,213,Willie Gao,M,Male,30000.00,Clerical,2022-02-25,Verrieres Le Buisson,Essonne,France
14155,261,Olivia Morris,M,Female,40000.00,Clerical,2021-04-28,Newcastle upon Tyne,England,United Kingdom
14156,253,Preston Gonzalez,S,Male,20000.00,Manual,2023-02-10,London,England,United Kingdom
14157,255,Willie Xu,S,Male,30000.00,Clerical,2021-04-10,London,England,United Kingdom
14158,277,Craig Moreno,S,Male,40000.00,Clerical,2021-04-08,York,England,United Kingdom
14159,233,Jay Malhotra,S,Male,40000.00,Clerical,2021-04-07,Bracknell,England,United Kingdom
14160,117,Brittney Hu,M,Female,40000.00,Clerical,2021-08-23,Erlangen,Bayern,Germany
14161,115,Claudia Li,S,Female,40000.00,Clerical,2021-08-04,Eilenburg,Brandenburg,Germany
14162,131,Brett Garcia,M,Male,40000.00,Clerical,2021-08-10,Frankfurt,Hessen,Germany
14163,153,Ebony Garcia,M,Female,40000.00,Clerical,2021-08-19,Berlin,Nordrhein-Westfalen,Germany
14164,130,Kari Smith,S,Female,50000.00,Skilled Manual,2021-08-13,Duesseldorf,Hessen,Germany
14165,261,Natalie Gray,S,Female,50000.00,Skilled Manual,2021-04-20,Newcastle upon Tyne,England,United Kingdom
14166,208,Elizabeth Jenkins,M,Female,10000.00,Clerical,2023-02-14,Saint Germain en Laye,Yveline,France
14167,118,Pamela Subram,S,Female,10000.00,Manual,2021-08-14,Frankfurt,Bayern,Germany
14168,207,Edwin Guo,M,Male,20000.00,Manual,2024-01-25,Chatou,Yveline,France
14169,208,Carmen Martinez,S,Female,10000.00,Manual,2022-02-13,Saint Germain en Laye,Yveline,France
14170,210,Rebekah Moreno,S,Female,10000.00,Manual,2022-03-07,Saint Ouen,Somme,France
14171,118,Michele Lal,S,Female,90000.00,Professional,2021-08-08,Frankfurt,Bayern,Germany
14172,247,Carla Garcia,S,Female,130000.00,Management,2023-04-09,London,England,United Kingdom
14173,213,Tonya Shan,M,Female,70000.00,Professional,2023-05-25,Verrieres Le Buisson,Essonne,France
14174,126,Alberto Diaz,M,Male,70000.00,Professional,2023-02-22,Berlin,Hessen,Germany
14175,234,Cynthia Mehta,M,Female,110000.00,Management,2023-08-17,Bury,England,United Kingdom
14176,220,Mindy Rai,M,Female,80000.00,Professional,2023-06-10,Bobigny,Seine Saint Denis,France
14177,186,Kenneth Nara,M,Male,80000.00,Professional,2023-12-08,Dunkerque,Nord,France
14178,192,Katie Raje,S,Female,90000.00,Professional,2023-11-24,Paris,Seine (Paris),France
14179,156,Claudia Xu,S,Female,100000.00,Management,2024-01-14,Braunschweig,Nordrhein-Westfalen,Germany
14180,117,Henry Patel,M,Male,100000.00,Management,2023-05-09,Erlangen,Bayern,Germany
14181,131,Adriana Chandra,M,Female,100000.00,Management,2021-08-24,Frankfurt,Hessen,Germany
14182,145,Steve Lin,M,Male,110000.00,Professional,2023-09-02,Frankfurt am Main,Hamburg,Germany
14183,260,Robyn Carlson,S,Female,130000.00,Professional,2021-04-10,Milton Keynes,England,United Kingdom
14184,267,Caleb Jenkins,M,Male,170000.00,Management,2023-04-04,Runcorn,England,United Kingdom
14185,211,Frank Vazquez,S,Male,80000.00,Professional,2022-03-17,Les Ulis,Essonne,France
14186,192,Katrina Tang,M,Female,80000.00,Professional,2022-03-20,Paris,Seine (Paris),France
14187,132,Eugene Lu,M,Male,100000.00,Professional,2023-12-07,Hamburg,Hessen,Germany
14188,203,Meagan Sanchez,M,Female,80000.00,Professional,2023-07-20,Paris,Seine (Paris),France
14189,128,Krista Martin,M,Female,90000.00,Professional,2021-08-17,Dresden,Hessen,Germany
14190,159,Candace Patel,M,Female,90000.00,Professional,2023-07-16,München,Nordrhein-Westfalen,Germany
14191,266,Derrick Martin,M,Male,160000.00,Professional,2021-04-11,Reading,England,United Kingdom
14192,222,Ronald Kapoor,M,Male,90000.00,Management,2022-03-21,Pantin,Seine Saint Denis,France
14193,129,Pamela Vance,S,Female,100000.00,Management,2023-05-23,Duesseldorf,Hessen,Germany
14194,245,Cassie Rai,M,Female,120000.00,Management,2023-03-13,London,England,United Kingdom
14195,247,Clinton Blanco,S,Male,130000.00,Management,2021-04-22,London,England,United Kingdom
14196,273,Felicia Dominguez,M,Female,160000.00,Management,2023-04-13,Watford,England,United Kingdom
14197,156,Frank Gill,M,Male,100000.00,Management,2023-10-08,Braunschweig,Nordrhein-Westfalen,Germany
14198,132,Daisy Romero,M,Female,110000.00,Management,2021-08-15,Hamburg,Hessen,Germany
14199,234,Samuel Anderson,M,Male,130000.00,Management,2023-06-03,Bury,England,United Kingdom
14200,215,Colleen Goel,M,Female,70000.00,Skilled Manual,2022-03-09,Colombes,Hauts de Seine,France
14201,201,Marie Serrano,M,Female,80000.00,Management,2023-11-14,Paris,Seine (Paris),France
14202,174,Clayton Zeng,S,Male,90000.00,Skilled Manual,2023-04-28,Saarbrücken,Saarland,Germany
14203,220,Seth Rodriguez,S,Male,80000.00,Management,2022-03-01,Bobigny,Seine Saint Denis,France
14204,205,Chelsea Sara,M,Female,80000.00,Skilled Manual,2023-01-28,Lieusaint,Seine et Marne,France
14205,218,Wesley Wu,S,Male,90000.00,Skilled Manual,2023-03-19,Sèvres,Hauts de Seine,France
14206,133,Edwin West,M,Male,100000.00,Professional,2024-01-09,Kassel,Hessen,Germany
14207,134,José Saraiva,M,Male,110000.00,Professional,2021-09-28,München,Hessen,Germany
14208,239,Eugene Xu,S,Male,120000.00,Management,2023-02-05,Gloucestershire,England,United Kingdom
14209,5,Craig Ramos,M,Male,60000.00,Professional,2023-02-21,Lane Cove,New South Wales,Australia
14210,38,Jenny Tang,M,Female,80000.00,Professional,2022-08-12,South Melbourne,Victoria,Australia
14211,23,Emma Bradley,S,Female,70000.00,Professional,2022-08-07,Gold Coast,Queensland,Australia
14212,3,Erick Madan,S,Male,80000.00,Professional,2023-05-11,Darlinghurst,New South Wales,Australia
14213,9,Autumn Guo,M,Female,80000.00,Professional,2023-05-06,Milsons Point,New South Wales,Australia
14214,7,Robyn Munoz,S,Female,90000.00,Professional,2022-08-14,Malabar,New South Wales,Australia
14215,28,Stacey Yang,S,Female,90000.00,Professional,2022-08-14,Cloverdale,South Australia,Australia
14216,37,Edwin Zheng,S,Male,70000.00,Professional,2022-08-07,Seaford,Victoria,Australia
14217,2,Terrance Lopez,S,Male,80000.00,Professional,2023-03-09,Coffs Harbour,New South Wales,Australia
14218,39,Karl Kumar,S,Male,90000.00,Professional,2022-08-17,Sunbury,Victoria,Australia
14219,12,Christy Ye,S,Female,90000.00,Professional,2022-08-15,North Sydney,New South Wales,Australia
14220,5,Latasha Romero,M,Female,100000.00,Management,2022-08-11,Lane Cove,New South Wales,Australia
14221,17,Glenn Zhao,S,Male,80000.00,Professional,2023-03-07,St. Leonards,New South Wales,Australia
14222,3,Dawn Zhang,S,Female,80000.00,Professional,2023-08-18,Darlinghurst,New South Wales,Australia
14223,31,Larry Rubio,M,Male,80000.00,Professional,2023-06-04,Hobart,Tasmania,Australia
14224,5,Tamara She,S,Female,110000.00,Management,2022-09-08,Lane Cove,New South Wales,Australia
14225,24,Alisha Chen,M,Female,90000.00,Professional,2022-08-31,Hawthorne,Queensland,Australia
14226,6,Heidi Mehta,S,Female,90000.00,Professional,2022-09-01,Lavender Bay,New South Wales,Australia
14227,9,Alison Xu,M,Female,100000.00,Management,2023-02-26,Milsons Point,New South Wales,Australia
14228,35,Arturo Raje,S,Male,80000.00,Professional,2023-04-29,Melbourne,Victoria,Australia
14229,34,Allen Perez,S,Male,80000.00,Professional,2023-05-17,Geelong,Victoria,Australia
14230,27,Luis Coleman,S,Male,90000.00,Professional,2022-09-05,Townsville,Queensland,Australia
14231,29,Kari Sai,M,Female,120000.00,Professional,2023-02-08,Findon,South Australia,Australia
14232,26,Omar Huang,M,Male,100000.00,Management,2023-03-30,Rockhampton,Queensland,Australia
14233,7,Ricardo She,S,Male,100000.00,Management,2023-07-03,Malabar,New South Wales,Australia
14234,30,Gina Romero,S,Female,100000.00,Management,2022-08-29,Perth,South Australia,Australia
14235,19,Larry Alvarez,M,Male,100000.00,Professional,2022-09-23,Wollongong,New South Wales,Australia
